timestamp,level,A_in,A_out,velocity
188,5.94985796455871,95,16,0.539645222329515
189,6.48950318688823,25,34,-0.0455853472135432
190,6.44391783967469,55,80,-0.130207889359672
191,6.31370995031502,94,31,0.436969465005266
192,6.75067941532029,98,96,0.0368478483252732
193,6.78752726364556,42,39,0.0285833718649057
194,6.81611063551047,1,23,-0.142046637811075
195,6.6740639976994,19,4,0.101187742921029
196,6.77525174062043,84,65,0.141509838035856
197,6.91676157865629,89,50,0.266682824237806
198,7.1834444028941,69,34,0.231933288844306
199,7.41537769173841,53,13,0.264201777263896
200,7.67957946900231,46,57,-0.0935606308927399
201,7.58601883810957,5,40,-0.245204985347856
202,7.34081385276171,36,11,0.165102009408435
203,7.50591586217015,68,27,0.2666728827411
204,7.77258874491125,65,96,-0.246230570646933
205,7.52635817426432,59,94,-0.257726838589
206,7.26863133567532,26,39,-0.0904135113944059
207,7.17821782428091,9,96,-0.583628329039728
208,6.59458949524118,46,4,0.281405284481707
209,6.87599477972289,37,56,-0.117662049533432
210,6.75833273018946,80,0,0.533333333333333
211,7.29166606352279,23,55,-0.219429552116277
212,7.07223651140651,34,3,0.20676017331767
213,7.27899668472418,69,96,-0.189861319650535
214,7.08913536507365,77,100,-0.151320879519217
215,6.93781448555443,27,91,-0.415775359613159
216,6.52203912594127,83,18,0.44055818074328
217,6.96259730668455,27,71,-0.286000762090653
218,6.6765965445939,75,100,-0.137145635755802
219,6.5394509088381,33,89,-0.338682964603741
220,6.20076794423436,37,32,0.0534306464626027
221,6.25419859069696,30,99,-0.40161386243515
222,5.85258472826181,89,49,0.309968507685276
223,6.16255323594709,81,79,0.0651234193093764
224,6.22767665525647,75,9,0.445478580830767
225,6.67315523608724,51,25,0.180772207893474
226,6.85392744398071,76,82,-0.0256061080578178
227,6.82832133592289,20,79,-0.378111663586264
228,6.45020967233663,91,45,0.326976942335324
229,6.77718661467195,59,2,0.380454104504259
230,7.15764071917621,24,45,-0.141100736078093
231,7.01653998309812,62,45,0.116379857363786
232,7.13291984046191,52,18,0.226515357679627
233,7.35943519814154,26,16,0.0642010466539547
234,7.42363624479549,6,76,-0.481473963924904
235,6.94216228087059,79,86,-0.0366216099254978
236,6.90554067094509,66,35,0.211605708374496
237,7.11714637931959,92,45,0.313416947153823
238,7.43056332647341,18,26,-0.0585128771201354
239,7.37205044935327,21,41,-0.139980418545252
240,7.23207003080802,5,38,-0.222757557725666
241,7.00931247308235,13,61,-0.315580188168979
242,6.69373228491337,93,31,0.422123321456334
243,7.1158556063697,73,7,0.440018891034174
244,7.55587449740387,44,92,-0.345573894448631
245,7.21030060295524,69,84,-0.104916730085956
246,7.10538387286928,52,7,0.300066657560411
247,7.40545053042969,96,95,-0.0107487076672719
248,7.39470182276242,14,21,-0.0503732876528355
249,7.34432853510958,98,10,0.58522185063316
250,7.92955038574274,40,61,-0.170970781835118
251,7.75857960390762,56,48,0.0339639297652562
252,7.79254353367288,59,9,0.329514196923368
253,8.12205773059625,99,62,0.208025263461713
254,8.33008299405796,88,62,0.127077109543136
255,8.4571601036011,32,12,0.12349208373438
256,8.58065218733548,65,33,0.183918562903822
257,8.7645707502393,43,72,-0.26506305317881
258,8.49950769706049,7,38,-0.238761999664956
259,8.26074569739553,42,72,-0.250785791428895
260,8.00995990596664,4,82,-0.565608331689774
261,7.44435157427687,78,23,0.361884415552819
262,7.80623598982969,17,88,-0.511413084009732
263,7.29482290581996,93,29,0.423393678401071
264,7.71821658422103,84,56,0.165459048297314
265,7.88367563251834,27,30,-0.034397331790882
266,7.84927830072746,14,2,0.0790820196746743
267,7.92836032040213,43,94,-0.387657788183238
268,7.54070253221889,82,91,-0.0844324466898492
269,7.45627008552904,48,5,0.285589443624249
270,7.74185952915329,52,17,0.226647954152666
271,7.96850748330596,87,77,0.0257606495932961
272,7.99426813289926,82,66,0.070580262980053
273,8.06484839587931,79,82,-0.0683067849315585
274,7.99654161094775,57,26,0.192415247649917
275,8.18895685859767,40,70,-0.246407948594865
276,7.94254891000281,84,4,0.531271024813297
277,8.47381993481611,10,0,0.0666666666666667
278,8.54048660148278,27,68,-0.332374731008647
279,8.20811187047413,91,63,0.144185473224783
280,8.35229734369891,41,99,-0.461813963093977
281,7.89048338060493,80,16,0.418921956853497
282,8.30940533745843,27,92,-0.500856835938232
283,7.8085485015202,31,4,0.178263447704138
284,7.98681194922434,48,80,-0.256715409752329
285,7.73009653947201,12,70,-0.413688226123491
286,7.31640831334852,2,22,-0.136119999906508
287,7.18028831344201,75,11,0.426236177970945
288,7.60652449141296,97,47,0.318783983633945
289,7.92530847504691,33,88,-0.41111995931425
290,7.51418851573266,3,45,-0.291334378126016
291,7.22285413760664,62,28,0.224801044342707
292,7.44765518194935,57,65,-0.066983943050453
293,7.3806712388989,9,84,-0.514078490611308
294,6.86659274828759,50,90,-0.251630172035994
295,6.6149625762516,41,20,0.146746700500381
296,6.76170927675198,11,28,-0.106683546492809
297,6.65502573025917,62,53,0.0764258380404395
298,6.73145156829961,97,26,0.480040076168023
299,7.21149164446763,51,78,-0.184625487822929
300,7.0268661566447,3,85,-0.541489122391406
301,6.48537703425329,98,6,0.615894311935811
302,7.1012713461891,93,8,0.566764301105633
303,7.66803564729473,61,8,0.350551528843246
304,8.01858717613798,54,77,-0.196559709093087
305,7.82202746704489,4,18,-0.101296032003937
306,7.72073143504095,49,25,0.150493585862082
307,7.87122502090303,33,14,0.120053829414375
308,7.99127885031741,47,10,0.241217018321399
309,8.23249586863881,5,45,-0.297658496537007
310,7.9348373721018,19,18,-0.002529812035488
311,7.93230756006631,80,27,0.339579923612254
312,8.27188748367856,23,16,0.0352760263103968
313,8.30716350998896,84,41,0.256628581541945
314,8.56379209153091,69,43,0.135421593195808
315,8.69921368472672,69,52,0.0634581581698374
316,8.76267184289656,87,27,0.373130396733039
317,9.1358022396296,51,49,-0.045648141946418
318,9.09015409768318,91,74,0.026125104376661
319,9.11627920205984,24,10,0.0814040351148197
320,9.19768323717466,27,5,0.140477889349256
321,9.33816112652392,41,80,-0.365161473333266
322,8.97299965319065,24,15,0.0432989291067216
323,9.01629858229737,91,27,0.395953557283077
324,9.41225213958045,30,94,-0.554009306242608
325,8.85824283333784,4,19,-0.119933272665207
326,8.73830956067263,52,5,0.308426546866923
327,9.04673610753955,96,60,0.170734080333324
328,9.21747018787287,56,7,0.317926376226094
329,9.53539656409896,98,56,0.200420273463703
330,9.73581683756266,63,37,0.11680043513573
331,9.85261727269839,26,43,-0.181683896995039
332,9.67093337570335,35,48,-0.158353617577808
333,9.51257975812554,95,70,0.0680497821980122
334,9.58062954032355,100,100,-0.144530447916861
335,9.43609909240669,25,7,0.11042678674926
336,9.54652587915595,95,73,0.0424929742276709
337,9.58901885338362,5,51,-0.380606053895101
338,9.20841279948852,36,80,-0.392824918717146
339,8.81558788077137,3,55,-0.403046504487971
340,8.4125413762834,2,21,-0.143344712212572
341,8.26919666407083,58,71,-0.137100241569268
342,8.13209642250156,74,16,0.376599101255111
343,8.50869552375667,39,73,-0.288710913930855
344,8.21998460982582,60,100,-0.334798761296544
345,7.88518584852928,70,39,0.187914367292539
346,8.07310021582182,14,67,-0.39313411723098
347,7.67996609859084,78,61,0.0916719981195077
348,7.77163809671035,74,80,-0.0729232877567452
349,7.6987148089536,79,65,0.0694989246519953
350,7.7682137336056,50,19,0.198887287585277
351,7.96710102119088,45,58,-0.117429799438278
352,7.8496712217526,26,15,0.0664448909974776
353,7.91611611275008,29,88,-0.437296884800682
354,7.4788192279494,71,28,0.280236444092062
355,7.75905567204146,69,23,0.297378772502177
356,8.05643444454364,26,24,-0.0006844020349853
357,8.05575004250865,19,31,-0.098093541026436
358,7.95765650148221,77,13,0.419845554276905
359,8.37750205575912,60,38,0.117262990147042
360,8.49476504590616,86,26,0.378111300484432
361,8.87287634639059,32,54,-0.203763397075827
362,8.66911294931476,4,23,-0.148332359872975
363,8.52078058944179,62,15,0.300479890369667
364,8.82126047981146,14,17,-0.037480899569981
365,8.78377958024148,69,12,0.367914580549895
366,9.15169416079138,82,69,0.0030067451725802
367,9.15470090596396,30,70,-0.351654978784982
368,8.80304592717898,8,4,0.0225946363881802
369,8.82564056356716,72,56,0.0489441982405998
370,8.87458476180776,88,88,-0.0931309977480795
371,8.78145376405968,65,58,-0.0116698897969335
372,8.76978387426275,45,26,0.100687511998676
373,8.87047138626143,36,7,0.1859413659116
374,9.05641275217303,78,21,0.355644196734912
375,9.41205694890794,47,87,-0.384517155110443
376,9.0275397937975,65,64,-0.0665347308168426
377,8.96100506298066,70,16,0.342292633444466
378,9.30329769642513,92,58,0.151525541925873
379,9.454823238351,16,65,-0.416217862409127
380,9.03860537594187,1,59,-0.454511863192696
381,8.58409351274917,71,58,0.0348533735328893
382,8.61894688628206,17,31,-0.121646127163074
383,8.49730075911899,33,2,0.204979989320818
384,8.70228074843981,16,41,-0.206062887051025
385,8.49621786138879,59,70,-0.132323229670698
386,8.36389463171809,86,90,-0.0955921791810857
387,8.268302452537,38,74,-0.292525637359849
388,7.97577681517715,100,73,0.140899084207863
389,8.11667589938501,5,98,-0.680764262374184
390,7.43591163701083,46,12,0.224235546655693
391,7.66014718366652,76,86,-0.096151142050796
392,7.56399604161572,39,37,0.0028604433951539
393,7.56685648501087,66,43,0.141085330703386
394,7.70794181571426,9,9,-0.0033513740117299
395,7.70459044170253,32,8,0.157037534981618
396,7.86162797668415,89,98,-0.10571782846114
397,7.75591014822301,20,72,-0.37560276940456
398,7.38030737881845,44,55,-0.0825386831178679
399,7.29776869570058,30,42,-0.0848193868979342
400,7.21294930880265,47,9,0.252791158093655
401,7.46574046689631,12,36,-0.167970926224393
402,7.29776954067192,22,40,-0.124589913915874
403,7.17317962675605,53,71,-0.122451822744204
404,7.05072780401185,59,59,0.0026699076036864
405,7.05339771161554,32,98,-0.435736725417093
406,6.61766098619845,41,41,0.0137548803662426
407,6.63141586656469,34,90,-0.343987719207857
408,6.28742814735683,22,89,-0.396286280087475
409,5.89114186726936,56,60,0.0246240226572811
410,5.91576588992664,69,67,0.0693777991224657
411,5.98514368904911,9,74,-0.37523866817482
412,5.60990502087429,35,19,0.126974087513724
413,5.73687910838801,87,88,0.0788001218658982
414,5.81567923025391,37,83,-0.231014129323506
415,5.5846651009304,35,25,0.09387705757663
416,5.67854215850703,93,43,0.377014652878778
417,6.05555681138581,43,53,-0.027800186536877
418,6.02775662484893,97,18,0.540233281362113
419,6.56798990621104,81,92,-0.0393275148808363
420,6.5286623913302,62,69,-0.0192878929046928
421,6.50937449842551,81,38,0.302252746106845
422,6.81162724453236,59,76,-0.0978383716623419
423,6.71378887287002,4,87,-0.529849873552749
424,6.18393899931727,33,84,-0.286227482173956
425,5.89771151714331,46,37,0.0914478046507158
426,5.98915932179403,11,13,-0.0031660269911976
427,5.98599329480283,6,60,-0.312933832980898
428,5.67305946182193,72,41,0.248489018226736
429,5.92154848004867,16,47,-0.167554145369384
430,5.75399433467929,21,36,-0.0655053193110631
431,5.68848901536823,75,1,0.494341543159663
432,6.18283055852789,13,52,-0.226670736762398
433,5.95615982176549,80,90,0.0059174751456163
434,5.96207729691111,53,17,0.253635859572114
435,6.21571315648322,89,28,0.423951309219991
436,6.63966446570321,89,57,0.231597190704088
437,6.8712616564073,2,11,-0.0581964936588035
438,6.8130651627485,73,20,0.357391642725076
439,7.17045680547358,32,20,0.0793446210512702
440,7.24980142652485,1,64,-0.425374542335946
441,6.8244268841889,17,24,-0.0419796874374459
442,6.78244719675145,47,45,0.0233911759460424
443,6.80583837269749,89,26,0.425402018320291
444,7.23124039101778,96,39,0.37719071403838
445,7.60843110505616,16,4,0.0787570130573663
446,7.68718811811353,54,11,0.282711435243525
447,7.96989955335706,39,80,-0.315900239883276
448,7.65399931347378,11,97,-0.606219723551982
449,7.0477795899218,22,32,-0.0651567312628727
450,6.98262285865893,49,71,-0.140273374453031
451,6.8423494842059,49,15,0.229415888590912
452,7.07176537279681,65,66,-0.0045891805419861
453,7.06717619225482,45,99,-0.356586513326065
454,6.71058967892876,0,51,-0.326123109568401
455,6.38446656936036,58,88,-0.156227048577345
456,6.22823952078302,27,29,0.004308177081463
457,6.23254769786448,7,70,-0.377633039462117
458,5.85491465840236,40,41,0.0294938009423419
459,5.8844084593447,98,1,0.647526542185736
460,6.53193500153044,33,50,-0.0936068938773179
461,6.43832810765312,67,85,-0.0809304197270384
462,6.35739768792608,23,41,-0.0988237755920938
463,6.25857391233399,98,14,0.568212887276248
464,6.82678679961024,53,42,0.0814690788440169
465,6.90825587845426,43,67,-0.150666244267267
466,6.75758963418699,90,90,0.0216246710363825
467,6.77921430522337,54,21,0.224739400555139
468,7.00395370577851,88,13,0.50098779187402
469,7.50494149765253,49,35,0.0847208269358323
470,7.58966232458836,45,47,-0.0273892422315609
471,7.5622730823568,27,99,-0.507915521401347
472,7.05435756095545,90,91,-0.0027651485655739
473,7.05159241238988,22,50,-0.184432369045359
474,6.86716004334452,10,9,0.0081669067912909
475,6.87532695013581,20,84,-0.413122315091878
476,6.46220463504393,26,56,-0.175193747646317
477,6.28701088739761,11,50,-0.231681568660514
478,6.0553293187371,60,12,0.328801954742975
479,6.38413127348008,75,4,0.475323956530337
480,6.85945523001042,15,56,-0.263710283261669
481,6.59574494674875,20,48,-0.169841367021058
482,6.42590357972769,19,20,0.0027000551821892
483,6.42860363490988,30,31,0.0077931504061261
484,6.43639678531601,64,40,0.178439709995402
485,6.61483649531141,1,46,-0.284478611718
486,6.33035788359341,18,41,-0.131373511693763
487,6.19898437189965,92,37,0.389951622055473
488,6.58893599395512,70,64,0.0627332950891751
489,6.6516692890443,26,76,-0.309605099213973
490,6.34206418983033,34,24,0.0793224406204736
491,6.4213866304508,99,86,0.127215651046593
492,6.54860228149739,30,98,-0.415798772087117
493,6.13280350941027,14,62,-0.278020429408068
494,5.8547830800022,29,19,0.0834258322986567
495,5.93820891230086,19,16,0.0331168117193255
496,5.97132572402019,27,28,0.0156008581408458
497,5.98692658216104,66,42,0.192917395818036
498,6.17984397797908,99,29,0.485316536632794
499,6.66516051461187,68,72,-0.0048502795966078
500,6.66031023501526,48,4,0.294558590636154
501,6.95486882565141,81,89,-0.0436867676910673
502,6.91118205796034,40,89,-0.314441239210952
503,6.59674081874939,74,96,-0.11308176006388
504,6.48365905868551,34,2,0.214189383059873
505,6.69784844174538,84,0,0.56
506,7.25784844174538,31,47,-0.110856670290301
507,7.14699177145508,62,29,0.219491059611777
508,7.36648283106686,47,84,-0.259987757681854
509,7.10649507338501,100,18,0.546825032023712
510,7.65332010540872,78,83,-0.0614383073566889
511,7.59188179805203,95,90,0.0062933115440273
512,7.59817510959606,40,58,-0.137653118210864
513,7.4605219913852,97,47,0.323081430292398
514,7.7836034216776,71,37,0.211168317506975
515,7.99477173918458,97,79,0.0767817304836775
516,8.07155346966826,24,96,-0.536939220860371
517,7.53461424880789,23,75,-0.366517449456856
518,7.16809679935103,86,19,0.446073109974441
519,7.61416990932547,43,65,-0.167097182476325
520,7.44707272684915,23,55,-0.224863629501128
521,7.22220909734802,80,29,0.338079806661756
522,7.56028890400978,79,18,0.40161342783405
523,7.96190233184383,25,55,-0.228999466373942
524,7.73290286546989,11,32,-0.152407971221138
525,7.58049489424875,43,43,-0.0126139386597238
526,7.56788095558903,37,3,0.225810236011941
527,7.79369119160097,80,33,0.29930665313297
528,8.09299784473394,1,98,-0.706047429461409
529,7.38695041527253,8,41,-0.227035094415607
530,7.15991532085692,71,72,-0.0085340648568341
531,7.15138125600009,55,62,-0.0479314229792681
532,7.10344983302082,18,82,-0.425782413951521
533,6.6776674190693,99,88,0.0992476493795812
534,6.77691506844888,22,38,-0.0980317261808434
535,6.67888334226804,95,60,0.250952496410409
536,6.92983583867845,100,14,0.575083000437509
537,7.50491883911596,69,77,-0.0722797519631826
538,7.43263908715278,24,59,-0.245164325613468
539,7.18747476153931,72,47,0.164608767149385
540,7.3520835286887,58,67,-0.0700112430212293
541,7.28207228566747,13,0,0.0866666666666667
542,7.36873895233414,84,43,0.266452517758315
543,7.63519147009246,56,89,-0.249136208219889
544,7.38605526187257,82,36,0.30050996516117
545,7.68656522703374,79,22,0.372098002440047
546,8.05866322947379,50,72,-0.188815922460755
547,7.86984730701304,76,99,-0.200012612014242
548,7.6698346949988,99,36,0.407441808054586
549,8.07727650305339,45,94,-0.382741201661365
550,7.69453530139203,81,33,0.307984582363647
551,8.00251988375568,93,13,0.526160882155674
552,8.52868076591135,1,61,-0.452548594013965
553,8.07613217189739,7,91,-0.614222691742141
554,7.46190948015525,86,79,0.0293656480948093
555,7.49127512825006,18,11,0.0440543248274437
556,7.5353294530775,86,87,-0.0297325361798838
557,7.50559691689762,43,96,-0.376995712372412
558,7.12860120452521,81,21,0.3998824547529
559,7.52848365927811,40,72,-0.232113610276513
560,7.2963700490016,45,21,0.157609106352147
561,7.45397915535375,4,91,-0.599473968782038
562,6.85450518657171,75,80,-0.019321415490751
563,6.83518377108096,22,10,0.0818808029723476
564,6.91706457405331,52,73,-0.130257771166174
565,6.78680680288714,77,63,0.107229340333115
566,6.89403614322026,17,33,-0.10175719508756
567,6.7922789481327,9,9,0.0019519928386356
568,6.79423094097134,84,67,0.127776835808895
569,6.92200777678024,37,53,-0.0997675483308846
570,6.82224022844936,9,28,-0.121157455758649
571,6.70108277269071,46,11,0.236397404312972
572,6.93748017700368,52,65,-0.0788727555898961
573,6.85860742141378,38,21,0.116953875440659
574,6.97556129685444,43,43,0.0040724585873713
575,6.97963375544181,88,73,0.106717411873367
576,7.08635116731518,64,71,-0.0451087204869258
577,7.04124244682825,30,79,-0.322600287015158
578,6.71864215981309,23,23,0.006132550949005
579,6.7247747107621,83,54,0.207506989822366
580,6.93228170058447,89,95,-0.0282814038561103
581,6.90400029672836,28,64,-0.230903034095716
582,6.67309726263264,80,89,-0.0335140904822811
583,6.63958317215036,75,86,-0.0457725565815581
584,6.5938106155688,65,49,0.123907631988713
585,6.71771824755751,83,28,0.374149925537827
586,7.09186817309534,54,50,0.0275836776039748
587,7.11945185069931,84,4,0.533334760843679
588,7.65278661154299,62,57,0.0140511681873386
589,7.66683777973033,92,86,0.0101593484278878
590,7.67699712815822,74,6,0.451213722668591
591,8.12821085082681,64,70,-0.0838837679224408
592,8.04432708290437,91,77,0.0489180979326658
593,8.09324518083704,12,69,-0.421819089403025
594,7.67142609143402,4,62,-0.408355701606733
595,7.26307038982729,49,75,-0.180271060158124
596,7.08279932966917,33,65,-0.211756216256923
597,6.87104311341225,90,37,0.359405070019898
598,7.23044818343215,70,32,0.251044606706144
599,7.48149279013829,50,74,-0.177118659651646
600,7.30437413048664,90,87,0.0096492936041068
601,7.31402342409075,65,62,0.012241147655917
602,7.32626457174667,45,50,-0.0399813800733589
603,7.28628319167331,2,5,-0.0205369615161803
604,7.26574623015713,47,93,-0.31542922414446
605,6.95031700601267,60,45,0.105013066185439
606,7.05533007219811,39,67,-0.183836813633414
607,6.8714932585647,18,72,-0.348206361165044
608,6.52328689739966,7,50,-0.266640862793584
609,6.25664603460608,62,0,0.413333333333333
610,6.66997936793941,39,8,0.209064423217278
611,6.87904379115669,79,68,0.0841292144467878
612,6.96317300560348,73,36,0.250370885254812
613,7.21354389085829,69,93,-0.165638154152099
614,7.04790573670619,23,25,-0.0121557640920818
